"name","id"
Fray Luis Beltrán,820280
Roldán,820294
San Lorenzo,820301
El Trébol,820308
San Jorge,820315
Sastre,820322
Calchaquí,820329
Vera,820336
Bouquet,822007
Montes de Oca,822014
Tortugas,822021
Arequito,822028
Arteaga,822035
Berabevú,822042
Bigand,822049
Chabas,822056
Chañar Ladeado,822063
Gödeken,822070
Los Molinos,822077
Los Quirquinchos,822084
San José de la Esquina,822091
Sanford,822098
Villada,822105
Angélica,822112
Ataliva,822119
Aurelia,822126
Bauer y Sigel,822133
Bella Italia,822140
Colonia Aldao,822147
Colonia Bicha,822154
Castellanos,822168
Colonia Cello,822175
Colonia Margarita,822189
Colonia Raquel,822196
Coronel Fraga,822203
Egusquiza,822210
Esmeralda,822217
Estación Clucellas,822224
Eusebia y Carolina,822231
Eustolia,822238
Garibaldi,822259
Humberto Primo,822273
Josefina,822280
Lehmann,822287
María Juana,822294
Plaza Clucellas,822308
Presidente Roca,822315
Pueblo Marini,822322
Ramona,822329
Saguier,822336
San Antonio,822343
San Vicente,822350
Santa Clara de Saguier,822357
Susana,822364
Tacural,822371
Vila,822385
Villa San José,822392
Virginia,822399
Zenón Pereyra,822406
Alcorta,822413
Bombal,822420
Cañada Rica,822427
Cepeda,822434
Empalme Villa Constitución,822441
General Gelly,822448
Godoy,822455
Juan Bernabé Molina,822462
Juncal,822469
La Vanguardia,822476
M9Ximo Paz,822483
Pavón,822490
Pavón Arriba,822497
Peyrano,822504
Rueda,822511
Santa Teresa,822518
Sargento Cabral,822525
Theobald,822532
Cayastá,822539
Helvecia,822553
Saladero Mariano Cabal,822560
Santa Rosa de Calchines,822567
Aarón Castellanos,822574
Amenábar,822581
Cafferata,822588
Cañada del Ucle,822595
Carmen,822602
Carreras,822609
Chapuy,822616
Chovet,822623
Christophersen,822630
Diego de Alvear,822637
Elortondo,822644
Hughes,822651
La Chispa,822658
Labordeboy,822665
Lazzarino,822672
Maggiolo,822679
María Teresa,822686
Melincué,822693
Miguel Torres,822700
Murphy,822707
San Eduardo,822714
San Francisco de Santa Fe,822721
San Gregorio,822728
Sancti Spiritu,822735
Santa Isabel,822742
Teodelina,822749
Wheelwright,822756
Arroyo Ceibal,822763
Berna,822770
El Arazá,822777
El Rabón,822784
Florencia,822798
Guadalupe Norte,822805
Ingeniero Chanourdie,822812
La Sarita,822819
Lanteri,822826
Las Garzas,822833
Los Laureles,822840
San Antonio de Obligado,822854
Tacuarendí,822861
Villa Ana,822868
Villa Guillermina,822875
Bustinza,822882
Carrizales,822889
Clason,822896
Correa,822903
Lucio V. López,822910
Oliveros,822917
Pueblo Andino,822924
Salto Grande,822931
Serodino,822938
Villa Eloísa,822945
Arroyo Aguiar,822952
Arroyo Leyes,822959
Cabal,822966
Campo Andino,822973
Candioti,822980
Emilia,822987
Llambi Campbell,822994
Monte Vera,823001
Nelson,823008
San José del Rincón,823022
Sauce Viejo,823029
Cavour,823036
Cululú,823050
Elisa,823057
Empalme San Carlos,823064
Felicia,823071
Franck,823078
Grutly,823085
Hipatía,823092
Humboldt,823099
Jacinto L. Arauz,823113
La Pelada,823120
Las Tunas,823127
María Luisa,823134
Matilde,823141
Nuevo Torino,823148
Pilar,823155
Progreso,823162
Providencia,823169
Sa Pereyra,823190
San Agustín,823197
San Carlos Norte,823204
San Carlos Sud,823211
San Jerónimo del Sauce,823218
San Jerónimo Norte,823225
San Mariano,823232
Santa Clara de Buena Vista,823239
Santo Domingo,823260
Sarmiento,823267
Esteban Rams,823281
Gato Colorado,823288
Gregoria Pérez de Denis,823295
Logroño,823309
Montefiore,823316
Pozo Borrado,823323
San Bernardo,823330
Santa Margarita,823337
Villa Minetti,823344
Acebal,823351
Albarellos,823358
Álvarez,823365
Alvear,823372
Arminda,823379
Carmen del Sauce,823386
Coronel Bogado,823393
Fighiera,823400
General Lagos,823407
Ibarlucea,823414
Piñero,823421
Pueblo Esther,823428
Pueblo Muñoz,823435
Soldini,823442
Uranga,823449
Villa Amelia,823456
Zavalla,823463
Coronel Domínguez,823470
Aguará Grande,823477
Ambrosetti,823484
Arrufo,823491
Capivara,823498
Colonia Ana,823505
Colonia Bossi,823512
Colonia Rosa,823519
Constanza,823526
Curupaity,823533
Hersilia,823547
Huanqueros,823554
La Cabral,823561
La Lucila,823575
La Rubia,823582
Las Avispas,823589
Las Palmeras,823596
Moisés Ville,823603
Monigotes,823610
Ñanducita,823624
Palacios,823631
San Guillermo,823645
Santurce,823652
Soledad,823659
Suardi,823666
Villa Saralegui,823673
Villa Trinidad,823680
Alejandra,823687
Cacique Ariacaiquín,823694
Colonia Durán,823701
La Brava,823708
Romang,823715
Arocena,823722
Barrancas,823729
Bernardo de Irigoyen,823736
Casalegno,823750
Centeno,823757
Desvío Arijón,823764
Díaz,823771
Gaboto,823778
Gessler,823785
Pueblo Irigoyen,823792
Larrechea,823799
Loma Alta,823806
López,823813
Maciel,823820
Monje,823827
San Eugenio,823834
San Fabián,823841
Angeloni,823862
Cayastacito,823869
Colonia Dolores,823876
Esther,823883
Gobernador Crespo,823890
La Criolla,823904
La Penca y Caraguatá,823911
Marcelino Escalada,823918
Naré,823925
Pedro Gómez Cello,823932
Ramayón,823939
San Bernardo,823946
San Mart,823953
Silva,823960
Vera y Pintado,823967
Videla,823974
Aldao,823981
Coronel Arnold,823988
Fuentes,823995
Luis Palacios,824002
Pujato,824009
Ricardone,824016
San Jerónimo Sud,824023
Timbúes,824030
Villa Mugueta,824037
Cañada Rosquín,824044
Carlos Pellegrini,824051
Casas,824058
Castelar,824065
Colonia Belgrano,824072
Crispi,824079
Landeta,824086
Las Bandurrias,824093
Las Petacas,824100
Los Cardos,824107
María Susana,824114
Piamonte,824121
San Mart,824128
Traill,824135
Cañada Ombú,824142
Fortín Olmos,824149
Garabato,824156
Golondrina,824163
Intiyaco,824170
La Gallareta,824177
Los Amores,824184
Margarita,824191
Tartagal,824198
Toba,824205
Municipalidad de Burruyacu,900007
Municipalidad de San Miguel De Tucuman,900014
Municipalidad de Alderetes,900021
Municipalidad de Banda del Rio Sali,900028
Municipalidad de Concepcion,900035
Municipalidad de Famailla,900042
Municipalidad de Graneros,900049
Municipalidad de Juan Bautista Alberdi,900056
Municipalidad de la Cocha,900063
Municipalidad de Bella Vista,900070
Municipalidad de Lules,900077
Municipalidad de Monteros,900084
Municipalidad de Aguilares,900091
Municipalidad de Simoca,900098
Municipalidad de Tafi del Valle,900105
Municipalidad de las Talitas,900112
Municipalidad de Tafi Viejo,900119
Municipalidad de Trancas,900126
"7 de Abril",908007
El Chañar,908014
El Naranjo y el Sunchal,908021
Garmendia,908042
Gdor. Piedrabuena,908049
La Ramada y la Cruz,908056
Benjamin Araoz y el Tajamar,908063
Villa Padre Monti,908070
Colombres,908077
Delfin Gallo,908084
El Bracho y el Cevilar,908091
La Florida y Luisiana,908105
Las Cejas,908112
Los Perez,908133
Los Ralos,908140
Ranchillos y San Miguel,908147
San Andres,908154
Alpachiri y el Molino,908161
Alto Verde y los Guchea,908168
Arcadia,908175
Trinidad,908189
Medina,908196
Lamadrid,908203
Taco Ralo,908210
Comuna Villa Belgrano,908224
San Jose de la Cocha,908259
Estacion Araoz y Tacanas,908294
Los Puestos,908315
Manuel Garcia Fernandez,908322
Quilmes y los Sueldos,908329
Rio Colorado,908336
Santa Rosa de Leales y L. Blanca,908343
Villa de Leales,908350
El Manantial,908357
San Pablo y Villa Nougues,908371
Acheral,908378
Capitan Caceres,908392
Leon Rouges y Santa Rosa,908406
Rio Seco,908420
Santa Lucia,908427
Sargento Moya,908434
Soldado Maldonado,908441
Teniente Berdina,908448
Villa Quinteros,908455
Los Sarmiento y la Tipa,908469
Santa Ana,908483
Atahona,908490
Monteagudo,908518
Rio Chico y Nueva Trinidad,908532
Santa Cruz y la Tuna,908546
Villa de Chicligasta,908553
Municipalidad de Yerba Buena,908560
Amaicha del Valle,908567
Colalao del Valle,908574
El Mollar,908581
El Cadillal,908602
Los Nogales,908616
Choromoro,908623
San Pedro de Colalao,908630
Cevil Redondo,908644
Río Grande,940007
Ushuaia,940014
Tolhuin,942007
